NAME,YEAR,AREA
PAIERLBREEN,1936,104.0
PAKHTAKOR,1961,2.8
PALUE,1973,6.62
PALUE,1975,6.62
PAN DE AZUCAR,1850,4.5
PAN DE AZUCAR,1960,0.0
PANEYROSSE,1973,0.45
PANEYROSSE,1975,0.45
PANMAH,1939,350.0
PANU,1976,13.18
PANU,1984,13.16
PANU,1991,13.01
PANU,2001,12.88
PANU,2005,12.86
PANU,2009,12.78
PARADIES,1973,4.6
PARADIES,1975,4.6
PARADISINO (CAMPO),1973,0.55
PARADISINO (CAMPO),1975,0.55
PARED NORTE,1974,78.5
PARED SUR,1974,30.6
PARINACOTA ICE CAP,1972,11.61
PARINACOTA ICE CAP,2007,8.18
PARK PASS,1978,3.02
PARRA LLERAS,1989,0.04
PARRA LLERAS,1995,0.0
PARRA LLERAS S,1954,0.0
PARTEJEKNA,1975,11.1
PARTEJEKNA,1980,11.1
PARTEJEKNA,1990,11.0
PARTEJEKNA,2000,10.0
PARTEJEKNA,2014,9.48
PARTIZAN,1975,0.14
PARTIZAN,1979,0.14
PASSO DEL DOSEGU,1975,0.14
PASSUSJIETNA E.,1975,1.76
PASSUSJIETNA E.,1980,1.7
PASSUSJIETNA E.,2014,0.89
PASSUSJIETNA W,1975,1.85
PASSUSJIETNA W,1990,1.6
PASSUSJIETNA W,2014,1.35
PASTERZE,1969,19.78
PASTERZE,1975,19.78
PASTERZE,2013,16.28
PASTORURI,1980,1.25
PATHETIC,1975,0.15
PATRO,1958,7.55
PAVLOV,2009,132.99
PEIRABROC,1975,0.1
PENDENTE (VEDR.) / HANGENDERF.,1982,1.38
PENDENTE (VEDR.) / HANGENDERF.,2001,1.06
PENDENTE (VEDR.) / HANGENDERF.,2013,0.85
PENE BLANCHE,1975,0.33
PENGUIN,1986,527.0
PENON,2005,4.42
PER ARDUA,1975,4.26
PERA CIAVAL,1975,0.18
PERCIA,1975,0.31
PERDIDO INF,1990,0.4
PERDIDO INF,2005,0.31
PERDIDO SUP,1990,0.23
PERDIDO SUP,2004,0.13
PERDIDO SUP,2005,0.05
PETEROA GLACIER GROUP,1985,11.29
PETEROA GLACIER GROUP,2011,3.71
PETERS,1958,123.0
PETERSEN,1950,1.17
PETERSEN (NOVZEM),2009,110.03
PETROV,1950,65.33
PEYTO,1975,13.4
PEYTO,1980,13.35
PFAFFEN F.,1969,1.21
PFANDLSCHARTEN,1969,0.55
PFANDLSCHARTEN,1975,0.55
PICACHO,1955,13.2
PICACHO,1994,1.93
PICACHO NE,1994,0.26
PICACHO W,1994,1.66
PICKET,2004,0.08
PICOS SIN NOMBRE,1955,3.6
PICOS SIN NOMBRE,1994,1.56
PICOS SIN NOMBRE  NE,1994,0.85
PICOS SIN NOMBRE  SE,1994,0.7
PIEDRAS BLANCAS,1950,5.6
PIERREDAR,1973,0.67
PIERREDAR,1975,0.67
PILOTO ESTE,2008,0.5
PILOTO ESTE,2010,0.54
PINGASIKAJIT NORTHWEST,2002,2.53
PINGO,1986,71.0
PIO XI (BRUEGGEN),1945,1145.0
PIO XI (BRUEGGEN),1986,1265.0
PIO XI (BRUEGGEN),1994,1277.0
PIO XI (BRUEGGEN),1995,1208.0
PIO XI (BRUEGGEN),1996,1265.0
PIODE,1975,1.7
PIODE,1983,2.55
PISAN,1967,12.82
PISCIS,1974,12.8
PISGANA OCC.,1975,3.44
PISGANA OCC.,1980,3.36
PITZTALERJOECHL,1975,0.18
PIZOL,1973,0.32
PIZOL,1975,0.32
PIZZO FERRE,1975,0.9
PIZZO SCALINO,1975,3.6
PIZZO SCALINO,1992,1.94
PJETURSSON,1950,1.46
PLACE,1975,3.96
PLACE,1985,3.7
PLANPINCIEUX,1975,1.15
PLATIGLIOLE,1975,0.31
PLATIGLIOLE,1980,0.31
PLATTALVA,1973,0.73
PLATTALVA,1975,0.73
PLATTES DES CHAMOIS,1975,0.7
POD BULA,1978,0.0034
POD BULA,1979,0.0034
POD BULA,1980,0.0033
POD BULA,1981,0.0006
POD BULA,1982,0.0008
POD BULA,1983,0.0012
POD BULA,1984,0.0011
POD BULA,1985,0.0005
POD BULA,1986,0.0016
POD BULA,1987,0.0016
POD BULA,1988,0.0022
POD BULA,1989,0.002
POD BULA,1990,0.0005
POD BULA,1991,0.0025
POD BULA,1992,0.0016
POD BULA,1993,0.001
POD BULA,1994,0.001
POD BULA,1995,0.0019
POD BULA,1996,0.0007
POD BULA,1997,0.0002
POD BULA,1998,0.0009
POD BULA,1999,0.0003
POD BULA,2000,0.0006
POD BULA,2001,0.0005
POD BULA,2002,0.0
POD BULA,2003,0.0
POD BULA,2004,0.0019
POD BULA,2005,0.0022
POD BULA,2006,0.0024
POD BULA,2007,0.0005
POD BULA,2008,0.0013
POD BULA,2009,0.0035
POD BULA,2010,0.002
POD BULA,2013,0.0002
POD CUBRYNA,1980,0.01
POET,1978,0.61
POINT 1001 SOUTH,2002,17.15
POINT 1050 NORTH,2002,13.65
POINT 1060 WEST,2002,2.53
POINT 1080 SOUTHEAST,2002,8.07
POINT 1080 SOUTHWEST,2002,15.43
POINT 1240 WEST,2002,42.28
POINT 1380 WEST,2002,30.61
POINT 850 SOUTH,2002,23.08
POINT 950 SOUTHWEST,2002,4.15
POKALDE,2011,0.08
POLLOCKBREEN,1950,0.96
POMERAPE ICE CAP,1972,9.38
POMERAPE ICE CAP,2007,4.88
POPERA OCC.,1975,0.19
POPOV,1950,8.6
PORCHABELLA,1973,2.59
PORCHABELLA,1975,2.59
POROLA,1975,0.16
PORTAGE,1964,33.0
POSETS,1990,0.1
POSETS,2005,0.2
POTRERILLOS,2009,0.25
POURQUOI PAS,1947,110.0
POURQUOI PAS,1963,111.75
POURQUOI PAS,1973,88.55
POURQUOI PAS,1989,67.6
POURQUOI PAS,1996,72.25
PRA FIORITO,1975,0.27
PRAEGRAT K.,1969,0.95
PRAEGRAT K.,1975,1.44
PRAPIO,1973,0.36
PRAPIO,1975,0.36
PRAVIY AKTRU,1975,4.8
PRAVIY AKTRU,1978,4.8
PRAVIY KARAGEMSKIY,1991,2.03
PRE DE BAR,1975,3.53
PREDAROSSA,1975,0.88
PRESANELLA,1975,3.92
PRESANELLA,1980,3.92
PROFA,1975,0.17
PRUDENZINI,1975,0.02
PUNTA SFORZELLINA OCC.,1975,0.05
PUNTA SFORZELLINA SETT.,1975,0.14
PUNTA ZARRA,1990,0.02
PUNTA ZARRA,2005,0.01
PUNTEGLIAS,1973,0.93
PUNTEGLIAS,1975,0.93
PUNTIAGUDO,1987,3.06
PUNTIAGUDO,2005,2.4
PURACE,1850,3.5
PURACE,1940,0.0
PURGATORY,1978,13.9
PUYALLUP,1980,5.09
PUYEHUE,1985,3.17
PUYEHUE,2011,2.71
PYRAMIDEN SOUTH,2002,28.19
QIANGYONG,1980,8.7
QIERGANBULAK,1960,13.0
QINGUA KUJALLEQ,1950,57.0
QIYI,1985,2.98
QUAIRA BIANCA (VEDR. DELLA) / WEISSKARF.,1975,1.31
QUAIRA BIANCA (VEDR. DELLA) / WEISSKARF.,1980,1.41
QUEETS,1979,0.56
QUELCCAYA,1975,70.0
QUELCCAYA,1976,55.0
QUINDIO,1850,4.3
QUINDIO,1946,0.16
QUINDIO,1960,0.0
QUNTAILAN,1971,165.38
RABOTS GLACIAER,1910,4.57
RABOTS GLACIAER,1975,4.22
RABOTS GLACIAER,1980,3.82
RABOTS GLACIAER,1989,3.75
RABOTS GLACIAER,1990,3.9
RABOTS GLACIAER,2000,3.9
RABOTS GLACIAER,2014,3.51
RAE,1952,0.4
RAETZLI (PLAINE MORTE),1973,9.8
RAETZLI (PLAINE MORTE),1975,9.8
RAGNARBREEN,1950,6.65
RAIGORODSKIY,1970,6.0
RAIGORODSKIY,1975,6.0
RAINBOW,1989,1.55
RAINBOW,2000,1.6
RAM RIVER,1975,1.8
RAMA,1968,6.6
RAMIREZ,1989,0.14
RAMIREZ,1995,0.11
RAMSAY,1978,9.2
RAMUDLA (VEDR. DI) / RAMUDELF.,1975,0.33
RAYES NOIRES (ROSSA),1975,0.25
REBBIO,1975,0.36
RECIO,1959,1.8
RECIO,1984,3.2
RECIO,1987,1.65
RECIO,1992,1.42
RECIO,1997,0.25
REICHER,1979,91.88
REICHER,2011,83.1
REICHER NE,1974,91.5
REICHER SW,1974,91.5
REID (CASCADE RNG),1907,0.79
REID (CASCADE RNG),2004,0.51
REINA,1989,1.51
REINA,1995,1.7
REINA N,1995,1.45
REINA SE,1995,0.08
REINA SW,1995,0.16
REINVIKISEN,2001,0.13
REISCHEK,1978,1.72
REMBESDALSKAAKA,1975,17.44
REMBESDALSKAAKA,1980,18.52
REMBESDALSKAAKA,2008,17.1
REMBESDALSKAAKA,2010,17.26
RETREAT,1978,0.3
RETTENBACH F.,1969,1.79
RETTENBACH F.,1975,1.79
REYKJAFJARDARJOEKULL,1900,25.0
REYKJAFJARDARJOEKULL,1969,25.0
REYKJAFJARDARJOEKULL,1995,22.0
RHONE,1969,18.43
RHONE,1973,17.38
RHONE,1975,17.38
RHONE,1980,16.45
RHONE,1991,16.45
RHONE,2013,15.8
RICHARDSON,1978,3.86
RIDGE,1978,0.84
RIED,1973,8.26
RIED,1975,8.26
RIES OCC. (VEDR. DI) / RIESERF. WESTL.,1975,2.59
RIES OCC. (VEDR. DI) / RIESERF. WESTL.,1980,2.57
RIES OR. (VEDR. DI) / RIESERF. OESTL.,1975,0.35
RIES OR. CENTR. / RIESERF. OESTL. ZENTR.,1975,1.43
RIES OR. CENTR. / RIESERF. OESTL. ZENTR.,1980,2.57
RIFFL K. N,1969,0.26
RIFFL K. N,1975,0.26
RIFFLKAR KEES,1969,1.01
RIFFLKAR KEES,1975,0.14
RIKHA SAMBA,1958,4.8
RIKHA SAMBA,1975,4.81
RIKHA SAMBA,1994,4.62
RIKHA SAMBA,2011,5.7
RISOPATRON,1955,5.4
RISOPATRON,1997,4.9
RIUKOJIETNA,1975,2.59
RIUKOJIETNA,1978,4.2
RIUKOJIETNA,2000,4.1
RIUKOJIETNA,2014,3.52
ROBINERA,1990,0.1
ROBSON,1975,13.0
ROCHEFORT,1975,0.66
"ROCHEMELON, GLACIER DE",2004,1.6
ROCKFALL,1957,4.82
ROERIKS BJERG SOUTH,2002,12.79
ROFENKAR F.,1969,1.29
ROFENKAR F.,1975,1.26
ROLLESTON,1978,0.23
ROLLESTON,2010,0.11
ROLLESTON,2011,0.11
ROLLESTON,2013,0.11
ROLLESTON,2014,0.11
RONGBU,1972,86.89
ROSEG,1973,8.72
ROSEG,1975,8.72
ROSENLAUI,1870,6.2
ROSENLAUI,1973,6.2
ROSENLAUI,1975,6.2
ROSENLAUI,2006,5.9
ROSIM (VEDR. DI) / ROSIMF.,1980,0.78
ROSOLE,1975,1.11
ROSS,2003,100.7
ROSSA (VEDR.),1975,0.84
ROSSA (VEDR.),1980,1.24
ROSSBODEN,1973,1.89
ROSSBODEN,1975,1.89
ROSSO DESTRO,1980,0.88
ROTFIRN NORD,1973,1.21
ROTFIRN NORD,1975,1.21
ROTMOOS F.,1969,3.17
ROTMOOS F.,1975,3.17
RUIZ ERAZO,1989,0.17
RUIZ ERAZO,1995,0.29
RUIZ ERAZO N,1995,0.19
RUIZ ERAZO S,1995,0.1
RUIZ WILCHES,1989,0.34
RUIZ WILCHES,1995,0.31
RUIZ WILCHES N,1995,0.17
RUIZ WILCHES S,1995,0.14
RUNDE KEGLEFJELD NORTHEAST 1,2002,16.17
RUNDE KEGLEFJELD NORTHEAST 3,2002,4.83
RUNDEKEGLEFJELD SOUTH,2002,13.38
RUNDVASSBREEN,2011,10.93
RUOPSOKJEKNA,1975,3.63
RUOPSOKJEKNA,1980,3.5
RUOPSOKJEKNA,2014,3.15
RUOTESJEKNA,1975,5.41
RUOTESJEKNA,1980,5.2
RUOTESJEKNA,2014,4.58
RUTOR,1975,9.54
RYKACHEVA,2009,293.23
RYPEFJELDET SOUTH,2002,25.02
S MAC KEITH,1957,39.0
SAARLOQ,1950,4.27
SAINT SORLIN,1977,3.0
SALAJEKNA,1975,24.5
SALAJEKNA,1980,24.5
SALAJEKNA,2014,27.93
SALARNO,1975,0.38
SALDURA MER. (VEDR. DI) / SALURNF. SUEDL.,1975,0.36
SALE,1978,0.95
SALEINA,1973,5.03
SALEINA,1975,5.03
SALENCAS,1990,0.1
SALENCAS,2005,0.0
SAMARINBREEN,1936,108.0
SAN GIACOMO,1975,0.14
SAN JOSE,1986,9.23
SAN JOSE,2010,8.0
SAN PABLIN NORTE,1955,2.93
SAN PABLIN NORTE,1994,1.95
SAN PABLIN SUR,1994,1.96
SAN QUINTIN,1935,836.35
SAN QUINTIN,1974,765.0
SAN QUINTIN,2011,785.64
SAN RAFAEL,1871,819.74
SAN RAFAEL,1974,760.0
SAN RAFAEL,2011,740.37
SANDALEE,1996,0.2
SANDFORD,1963,42.1
SANDFORD,1973,64.4
SANDFORD,1989,17.35
SANDFORD,1997,14.4
SANDY,1907,1.61
SANDY,2004,0.96
SANKT ANNA,1973,0.44
SANKT ANNA,1975,0.44
SANTA ROSA,1961,1.82
SANTA ROSA,1983,2.35
SAQQAQ,1950,8.83
SARDONA,1973,0.38
SARDONA,1975,0.38
SARENNES,1975,0.83
SARENNES,1981,0.67
SARENNES,1990,0.5
SARENNES,2014,0.09
SARY TOR (NO.356),1950,3.05
SARY TOR (NO.356),1984,3.61
SASKATCHEWAN,1956,30.06
SASKATCHEWAN,1975,30.06
SASSO LUNGO OCC. (VEDR. DI) / LENKSTEINF. WESTL.,1980,1.92
SATPAYEV,1975,7.0
SATSCHEN SANGO,1958,10.95
SATUJOEKULL,1991,90.0
SATUJOEKULL,1995,91.0
SAUANUTBREEN,2002,7.65
SAVORETTA,1975,0.34
SAYIGAPEIR,1971,14.07
SCAIS,1975,0.26
SCALETTA,1973,0.66
SCERSCEN INFERIORE,1975,7.0
SCHALF F.,1969,8.62
SCHALF F.,1975,8.47
SCHATTENSPITZ,1969,0.58
SCHATTENSPITZ,1975,0.66
SCHAUFEL F.,1969,0.92
SCHAUFEL F.,1975,1.46
SCHIAPARELLI,1947,26.79
SCHIAPARELLI,2005,24.78
SCHLADMINGER G.,1969,0.81
SCHLADMINGER G.,1975,0.81
SCHLAPPEREBEN K.,1969,0.74
SCHLATEN K.,1969,9.36
SCHLATEN K.,1975,11.27
SCHLEGEIS K.,1969,5.39
SCHLEGEIS K.,1975,5.39
SCHLEGEIS K.,1997,4.54
SCHLEGEIS K.,1999,4.08
SCHMIEDINGER K.,1969,1.81
SCHMIEDINGER K.,1975,1.81
SCHNEEFERNER N,1975,0.37
SCHNEEFERNER N,1979,0.4
SCHNEEFERNER N,1992,0.31
SCHNEEFERNER N,1997,0.34
SCHNEEFERNER N,2006,0.3
SCHNEEFERNER S,1975,0.17
SCHNEEFERNER S,1979,0.16
SCHNEEFERNER S,1992,0.06
SCHNEEFERNER S,1997,0.1
SCHNEEFERNER S,2006,0.08
SCHNEEGLOCKEN,1969,0.68
SCHNEEGLOCKEN,1975,0.72
SCHNEELOCH G.,1969,0.23
SCHNEELOCH G.,1975,0.23
SCHOENACH K.,1969,1.09
SCHWARZ,1973,1.6
SCHWARZ,1975,1.6
SCHWARZBERG,1967,6.29
SCHWARZBERG,1973,6.2
SCHWARZBERG,1975,6.2
SCHWARZBERG,1982,5.9
SCHWARZBERG,1991,5.67
SCHWARZBERG,1999,5.46
SCHWARZBERG,2004,5.33
SCHWARZENBERG F.,1969,1.59
SCHWARZENBERG F.,1975,1.84
SCHWARZENSTEIN,1969,4.93
SCHWARZENSTEIN,1975,4.63
SCHWARZENSTEIN,1997,4.12
SCHWARZENSTEIN,1999,4.11
SCHWARZKARL K.,1969,0.47
SCHWARZKARL K.,1975,0.47
SCHWARZKOEPFL K.,1969,0.54
SCHWARZKOEPFL K.,1975,0.54
SCHWEIKERT F.,1997,0.79
SCOTT,1975,16.24
SE KASKASATJ GL,1980,0.6
SE KASKASATJ GL,2014,0.49
SEA,1975,0.62
SENGIE SETT.,1975,1.0
SENTINEL,1975,1.99
SENTINEL,1985,1.77
SEPARATION,1978,1.53
SERANA (VEDR.) / SCHRANF.,1980,1.18
SERMIARSUIT,1950,20.33
SERMIKAVSAK,1950,22.46
SERMINNGUAQ,1950,79.07
SERMITSIAQ,1950,23.8
SESIA,1975,1.07
SESVENNA,1973,0.67
SESVENNA,1975,0.67
SEVERTSOV,1970,2.6
SEVERTSOV,1975,2.6
SEX ROUGE,1973,0.72
SEX ROUGE,1975,0.72
SEXEGERTEN F.,1969,2.52
SEXEGERTEN F.,1975,2.83
SFORZELLINA,1975,0.29
SFORZELLINA,1981,0.39
SFULMINI,1975,0.18
SHAIGIRI,1958,3.69
SHAMBLES GLACIER,2001,273.39
SHAUNE GARANG,1990,4.97
SHCHUKIN,1975,6.5
SHCHUROVSKIY,1950,21.4
SHELDON GLACIER,2001,196.88
SHELDON GLACIER,2005,191.8
SHOESTRING A,1979,0.64
SHOESTRING B,1980,0.21
SHOKAL'SKOGO,2009,455.65
SHOKALSKIY,1975,10.8
SHOKALSKIY,1980,10.8
SHUIGUANHE NO.4,1984,1.86
SHULTS,1975,1.8
SHUMSKIY,1975,2.9
SHUMSKIY,1984,2.83
SHUMSKIY,1985,2.83
SHUMSKIY,1986,2.82
SHUMSKIY,1987,2.82
SHUMSKIY,1988,2.82
SHUMSKIY,1989,2.82
SHUMSKIY,1990,2.81
SIACHEN,1998,1078.26
SIEGE,1978,1.19
SIERRA DE NIEVECITAS,1955,0.56
SIERRA DE NIEVECITAS,1994,0.0
SIERRA NEVADA,1961,11.78
SIERRA NEVADA,2010,6.96
SIERRA NEVADA DE EL COCUY,1850,148.7
SIERRA NEVADA DE EL COCUY,1955,38.9
SIERRA NEVADA DE EL COCUY,1985,35.7
SIERRA NEVADA DE EL COCUY,1986,31.45
SIERRA NEVADA DE EL COCUY,1994,23.7
SIERRA NEVADA DE EL COCUY,2003,19.8
SIERRA NEVADA DE SANTA MARTA,1850,82.6
SIERRA NEVADA DE SANTA MARTA,1939,21.4
SIERRA NEVADA DE SANTA MARTA,1954,19.4
SIERRA NEVADA DE SANTA MARTA,1969,17.5
SIERRA NEVADA DE SANTA MARTA,1981,16.1
SIERRA NEVADA DE SANTA MARTA,1989,12.0
SIERRA NEVADA DE SANTA MARTA,1995,11.1
SIERRA NEVADA DE SANTA MARTA,2002,7.94
SIERRA VELLUDA,1985,18.58
SIERRA VELLUDA,2011,11.72
SIGONHE NO.4,1962,2.96
SIGONHE NO.5,1962,3.47
SIGYNS GLETSCHER,2002,60.08
SILLAJHUAY ICE CAP,1972,5.32
SILLAJHUAY ICE CAP,2008,1.22
SILVER,1993,0.48
SILVRETTA,1973,3.25
SILVRETTA,1975,3.25
SILVRETTA,2003,2.89
SILVRETTA,2013,2.74
SIMMING F.,1969,0.88
SIMMING F.,1975,2.52
SIMONS,1989,2.79
SIMONS,1995,2.99
SIMONS NE,1995,2.12
SIMONS NW,1995,0.56
SIMONS S,1995,0.3
SIMONY K.,1969,2.78
SIMONY K.,1975,4.16
SINCLAIR,1978,0.47
SIRWOLTE,1973,0.45
SISSARISSUT,1950,19.08
SKAFTAFELLSJOEKULL,1975,83.0
SKAFTAFELLSJOEKULL,1995,85.0
SKALAFELLSJOEKULL,1975,260.0
SKALAFELLSJOEKULL,1995,100.0
SKAZKA,1969,2.0
SKEIDARARJOEKULL E1,1995,850.0
SKEIDARARJOEKULL E2,1995,850.0
SKEIDARARJOEKULL E3,1995,850.0
SKEIDARARJOEKULL M,2010,530.0
SKEIDARARJOEKULL W,1975,1630.0
SKEIDARARJOEKULL W,1995,530.0
SKJOLDMOEEN GLETSCHER,2002,34.22
SKOGACH,1971,12.6
SKRUEN NORTH,2002,6.43
SLETTJOEKULL,2010,100.0
SMALL RIVER,1989,5.8
SNEHATTEN SOUTH,2002,14.35
SNEHATTEN SOUTHEAST,2002,11.43
SNEHATTEN WEST 1,2002,8.45
SNEHATTEN WEST 2,2002,23.09
SNESHNIKA,2002,0.007
SNOW WHITE,1978,5.54
SNOWBALL,1978,3.31
SNOWY,1986,23.0
SOBRETTA NE (VEDR. MOLERBI),1975,0.15
SOCHES TSANTELEINA,1975,3.4
SOFIYSKIY,1950,12.0
SOLATSET,1975,0.6
SOLDA (VEDRETTA DI) / SULDENF.,1975,5.99
SOLDA (VEDRETTA DI) / SULDENF.,1980,6.48
SOLER,1974,51.0
SOLHEIMAJOEKULL W,1975,78.0
SOLHEIMAJOEKULL W,1995,44.0
SOQQAAP,1950,15.46
SORAPIS CENTRALE,1975,0.22
SORAPIS OCC.,1975,0.25
SORAPIS OR.,1975,0.31
SORBREEN,1950,10.0
SOTARA,1850,3.0
SOTARA,1948,0.0
SOUM RAMOND SE,1990,0.05
SOUM RAMOND SW,1990,0.1
SOUTH CASCADE,1975,2.72
SOUTH CASCADE,1985,2.52
SOUTH CASCADE,1986,2.51
SOUTH CASCADE,1987,2.51
SOUTH CASCADE,1988,2.5
SOUTH CASCADE,1989,2.5
SOUTH CASCADE,1990,2.5
SOUTH CASCADE,1991,2.1
SOUTH CASCADE,1992,2.09
SOUTH CASCADE,1993,2.08
SOUTH CASCADE,1994,2.05
SOUTH CASCADE,1995,2.03
SOUTH CASCADE,1996,2.03
SOUTH CASCADE,2000,1.95
SOUTH CASCADE,2002,1.92
SOUTH CASCADE,2003,1.89
SOUTH CASCADE,2004,1.82
SOUTH CASCADE,2005,1.75
SOUTH CASCADE,2006,1.74
SOUTH CASCADE,2007,1.73
SOUTH CASCADE,2008,1.73
SOUTH CASCADE,2009,1.72
SOUTH CRILLON,1964,29.0
SOUTH ICE CAP,1961,66.0
SOUTH MOWICH,1980,3.52
SOUTHEAST LYELL,1975,15.6
