NAME,LATITUDE,LONGITUDE,TYPE
LAGO BIANCO,46.33,10.51,Mountain glacier
LAGO DEL DESIERTO I,-49.05,-72.91,Mountain glacier
LAGO DEL DESIERTO II,-49.06,-72.92,Mountain glacier
LAGO DEL DESIERTO III,-49.07,-72.93,Mountain glacier
LAGUNA AZUL,4.47,-75.37,Mountain glacier
LANDECK K.,47.13,12.58,Mountain glacier
LANGDALE,-43.58,170.27,Mountain glacier
LANGMOCHE,27.87,86.58,Mountain glacier
LAPATE NO.51,43.7,84.4,Mountain glacier
LAPATE NO.53,43.72,84.4,Mountain glacier
LAPERWITZ K.,47.1,12.65,Mountain glacier
LARAIN F.,46.9,10.22,Mountain glacier
LARES,46.12,10.6,Mountain glacier
LARKINS,-44.88,168.48,Mountain glacier
LAUSON,45.55,7.27,Mountain glacier
LAVASSEY,45.47,7.1,Mountain glacier
LAVAZ,46.63,8.93,Mountain glacier
LEEB-LORNTY,-43.22,170.9,Mountain glacier
LEONE (PENNINE),45.96,7.63,Mountain glacier
LEONERA ALTA,4.88,-75.3,Mountain glacier
LESCHAUX,45.88,7.01,Mountain glacier
LIED,-53.14,73.42,Mountain glacier
LIESENSER F.,47.08,11.12,Mountain glacier
LIMMERN,46.82,8.98,Mountain glacier
LINDSAY,-44.0,169.13,Mountain glacier
LISCHANA,46.77,10.35,Mountain glacier
LITEROLA,42.7,0.53,Mountain glacier
LITZNERGL.,46.88,10.04,Mountain glacier
LLARDANA,42.65,0.43,Mountain glacier
LLAWRENNY,-44.65,167.8,Mountain glacier
LOS AMARILLOS,-29.29,-69.99,Mountain glacier
LOWER CURTIS,48.83,-121.62,Mountain glacier
LUPO,46.07,9.99,Mountain glacier
LYMAN,48.17,-120.89,Mountain glacier
LYNCH,47.57,-121.18,Mountain glacier
MACAULAY,-43.49,170.6,Mountain glacier
MACLURE,37.75,-119.38,Mountain glacier
MALADETA,42.65,0.63,Mountain glacier
MALEDIA,44.12,7.4,Mountain glacier
MAMMOTH,43.17,-109.67,Mountain glacier
MARBORECILINDRO,42.68,0.02,Mountain glacier
MARION,-44.47,168.48,Mountain glacier
MARMADUKE DIXON,-42.98,171.38,Mountain glacier
MARMOLADA CENTR.,46.43,11.86,Mountain glacier
MARMOTTE,46.45,10.66,Mountain glacier
MARTELOT,45.37,7.17,Mountain glacier
MARTIAL ESTE,-54.78,-68.4,Mountain glacier
MARTINETS,46.22,7.1,Mountain glacier
MARY-POWELL,-53.03,73.5,Mountain glacier
MATHAIAS,-43.18,171.03,Mountain glacier
MAURER K.(GLO.),47.18,12.68,Mountain glacier
MAURER K.(VEN.),47.08,12.3,Mountain glacier
MAZAMA,48.79,-121.8,Mountain glacier
METALILLE,-43.75,170.06,Mountain glacier
MGU,67.65,66.0,Mountain glacier
MINARET,58.88,-63.68,Mountain glacier
MINOR,43.18,-109.66,Mountain glacier
MINSTIGER,46.52,8.2,Mountain glacier
MITTERKAR F.,46.88,10.87,Mountain glacier
MOLINOS,4.9,-75.33,Mountain glacier
MOMING,46.08,7.67,Mountain glacier
MON FRETY,45.84,6.92,Mountain glacier
MON TABEL,45.95,7.6,Mountain glacier
MONACHE OR. / NONNENF. OESTL.,46.48,10.75,Mountain glacier
MONCIAIR,45.49,7.23,Mountain glacier
MONCORVE,45.5,7.25,Mountain glacier
MONT BRAULE,45.94,7.52,Mountain glacier
MONT FORT (ZINAL),46.08,7.32,Mountain glacier
MONT GELE,45.89,7.36,Mountain glacier
MONTANDEYNE,45.53,7.25,Mountain glacier
MONTASIO OCC.,46.43,13.44,Mountain glacier
MONTASIO OR.,46.43,13.44,Mountain glacier
MONTE NEVOSO OCC. (VEDR. DI) / SCHNEEBIGER NOCK F. WESTL.,46.92,12.08,Mountain glacier
MOTTISCIA,46.29,8.13,Mountain glacier
MOZUL,4.47,-75.22,Mountain glacier
MULINET SETT.,45.37,7.16,Mountain glacier
MURAION,44.12,7.39,Mountain glacier
MUTMAL F.,46.78,10.92,Mountain glacier
MUTNOVSKIY NE,52.46,158.22,Mountain glacier
MUTNOVSKIY SW,52.45,158.19,Mountain glacier
MUTT,46.55,8.42,Mountain glacier
McKENZIE,-43.95,169.73,Mountain glacier
NARES,-53.03,73.46,Mountain glacier
NARSSAQ BRAE,60.99,-45.9,Mountain glacier
NAVAJO,40.05,-105.64,Mountain glacier
NEL CENTRALE,45.41,7.16,Mountain glacier
NEVES OR. (GHIAC. DI) / NOEFESF. OESTL.,46.98,11.8,Mountain glacier
NEW MOON,53.92,-127.77,Mountain glacier
NEWTON CLARK,45.37,-121.68,Mountain glacier
NISCLI,46.11,10.6,Mountain glacier
NO.016.14.03.17,39.1,73.67,Mountain glacier
NO.034.14.03.17,38.93,73.73,Mountain glacier
NO.038.14.03.14,38.08,72.53,Mountain glacier
NO.039.14.03.14,38.07,72.53,Mountain glacier
NO.044.14.03.14,38.03,72.57,Mountain glacier
NO.054.14.03.14,37.97,72.6,Mountain glacier
NO.089.14.03.14,38.08,72.72,Mountain glacier
NO.152.14.03.14,37.9,73.02,Mountain glacier
NO.168.14.03.14,37.93,73.12,Mountain glacier
NO.172.14.03.14,37.93,73.18,Mountain glacier
NO.191,42.55,44.77,Mountain glacier
NO.270.14.03.17,39.18,73.02,Mountain glacier
NO.271.14.03.17,39.2,73.03,Mountain glacier
NO.280.14.03.14,38.13,73.07,Mountain glacier
NO.281.14.03.14,38.12,73.1,Mountain glacier
NO.306.14.03.14,38.05,73.23,Mountain glacier
NO.329.14.03.14,38.08,73.25,Mountain glacier
NO.331.14.03.14,38.1,73.3,Mountain glacier
NO.375.14.03.15,37.68,72.77,Mountain glacier
NO.388.14.03.15,37.72,72.68,Mountain glacier
NO.396,42.58,44.32,Mountain glacier
NO.434.14.03.15,37.57,72.7,Mountain glacier
NO.473.14.03.08,39.02,72.78,Mountain glacier
NO.474.14.03.08,39.0,72.77,Mountain glacier
NO.508.14.03.08,38.88,72.93,Mountain glacier
NO.509.14.03.08,38.9,72.93,Mountain glacier
NO.531.14.03.08,38.92,72.82,Mountain glacier
NO.541.14.03.08,38.82,72.95,Mountain glacier
NO.549.14.03.08,38.82,72.9,Mountain glacier
NO.580.14.03.08,38.83,72.68,Mountain glacier
NO.591.14.03.08,38.85,72.63,Mountain glacier
NO.597.14.03.14,38.13,73.07,Mountain glacier
NO.605.14.03.08,38.93,72.6,Mountain glacier
NO.606.14.03.08,38.95,72.63,Mountain glacier
NO.608.14.03.08,38.97,72.65,Mountain glacier
NO.675,38.95,68.27,Mountain glacier
NOISY CREEK,48.67,-121.53,Mountain glacier
NORTH GUARDIAN,48.11,-121.15,Mountain glacier
NORTH MOWICH,46.88,-121.82,Mountain glacier
OBRUCHEV,67.63,65.8,Mountain glacier
OFENTAL,46.01,8.0,Mountain glacier
OREN MERID.,45.94,7.47,Mountain glacier
OREN SETTENR.,45.95,7.48,Mountain glacier
P-MOUNTAIN,76.4,-68.68,Mountain glacier
PALUE,46.37,9.98,Mountain glacier
PANEYROSSE,46.27,7.17,Mountain glacier
PARADIES,46.5,9.07,Mountain glacier
PARADISINO (CAMPO),46.42,10.1,Mountain glacier
PARK PASS,-44.58,168.23,Mountain glacier
PASSO DEL DOSEGU,46.35,10.54,Mountain glacier
PASTORURI,-9.9,-77.17,Mountain glacier
PATHETIC,51.05,-122.88,Mountain glacier
PEIRABROC,44.12,7.41,Mountain glacier
PENNIMAN EAST,61.1,-148.33,Mountain glacier
PENNIMAN WEST,61.08,-148.35,Mountain glacier
PERA CIAVAL,45.22,7.09,Mountain glacier
PERCIA,45.47,7.2,Mountain glacier
PERDIDO INF,42.67,0.05,Mountain glacier
PERDIDO SUP,42.67,0.05,Mountain glacier
PFAFFEN F.,46.96,11.13,Mountain glacier
PFANDLSCHARTEN,47.08,12.78,Mountain glacier
PIERREDAR,46.32,7.17,Mountain glacier
PITZTALERJOECHL,46.93,10.92,Mountain glacier
PIZOL,46.97,9.4,Mountain glacier
PIZZO SCALINO,46.28,9.98,Mountain glacier
PLANPINCIEUX,45.85,6.97,Mountain glacier
PLATIGLIOLE,46.5,10.45,Mountain glacier
PLATTALVA,46.83,8.98,Mountain glacier
POET,-43.75,169.97,Mountain glacier
PORCHABELLA,46.63,9.88,Mountain glacier
POROLA,46.07,9.98,Mountain glacier
POSETS,42.65,0.43,Mountain glacier
POTRERILLOS,-29.38,-70.01,Mountain glacier
PRA FIORITO,46.14,10.85,Mountain glacier
PRAEGRAT K.,47.11,12.58,Mountain glacier
PRAPIO,46.32,7.2,Mountain glacier
PROFA,46.39,10.42,Mountain glacier
PRUDENZINI,46.12,10.47,Mountain glacier
PUNTA SFORZELLINA OCC.,46.35,10.51,Mountain glacier
PUNTA SFORZELLINA SETT.,46.35,10.52,Mountain glacier
PUNTEGLIAS,46.79,8.94,Mountain glacier
PUYALLUP,46.85,-121.83,Mountain glacier
QUEETS,47.77,-123.6,Mountain glacier
RAE,50.62,-114.98,Mountain glacier
RAETZLI (PLAINE MORTE),46.39,7.51,Mountain glacier
RAINBOW,48.8,-121.77,Mountain glacier
RAM RIVER,51.85,-116.48,Mountain glacier
RAMUDLA (VEDR. DI) / RAMUDELF.,46.73,10.72,Mountain glacier
REBBIO,46.28,8.12,Mountain glacier
REID (CASCADE RNG),45.37,-121.72,Mountain glacier
REISCHEK,-43.32,171.0,Mountain glacier
RETREAT,-42.97,171.3,Mountain glacier
RETTENBACH F.,46.93,10.93,Mountain glacier
RIDGE,-43.62,170.37,Mountain glacier
RIES OCC. (VEDR. DI) / RIESERF. WESTL.,46.9,12.09,Mountain glacier
RIES OR. CENTR. / RIESERF. OESTL. ZENTR.,46.9,12.12,Mountain glacier
RIFFL K. N,47.13,12.67,Mountain glacier
RIFFLKAR KEES,47.13,12.67,Mountain glacier
ROARING,61.0,-148.45,Mountain glacier
ROCHEFORT,45.85,6.97,Mountain glacier
ROFENKAR F.,46.88,10.88,Mountain glacier
ROLLESTON,-42.89,171.53,Mountain glacier
ROOSEVELT,48.79,-121.82,Mountain glacier
ROSIM (VEDR. DI) / ROSIMF.,46.52,10.63,Mountain glacier
ROSOLE,46.43,10.6,Mountain glacier
ROSSA (VEDR.),46.41,10.62,Mountain glacier
ROTFIRN NORD,46.66,8.42,Mountain glacier
ROTMOOS F.,46.82,11.05,Mountain glacier
SABAI TSHO,27.74,86.84,Mountain glacier
SACAGAWEA,43.14,-109.61,Mountain glacier
SALDURA MER. (VEDR. DI) / SALURNF. SUEDL.,46.73,10.73,Mountain glacier
SALE,-43.22,170.95,Mountain glacier
SALENCAS,42.62,0.68,Mountain glacier
SANDALEE,48.42,-120.8,Mountain glacier
SANDY,45.38,-121.71,Mountain glacier
SANKT ANNA,46.6,8.6,Mountain glacier
SARDONA,46.92,9.27,Mountain glacier
SAVORETTA,46.34,10.44,Mountain glacier
SCAIS,46.06,9.97,Mountain glacier
SCALETTA,46.7,9.95,Mountain glacier
SCHATTENSPITZ,46.88,10.08,Mountain glacier
SCHAUFEL F.,46.98,11.12,Mountain glacier
SCHLADMINGER G.,47.47,13.63,Mountain glacier
SCHLAPPEREBEN K.,47.03,13.03,Mountain glacier
SCHLATTER,-77.7,161.43,Mountain glacier
SCHLEGEIS K.,46.98,11.77,Mountain glacier
SCHMIDT,-53.04,73.41,Mountain glacier
SCHMIEDINGER K.,47.18,12.68,Mountain glacier
SCHNEEFERNER N,47.41,10.97,Mountain glacier
SCHNEEFERNER S,47.4,10.97,Mountain glacier
SCHNEEGLOCKEN,46.87,10.1,Mountain glacier
SCHNEELOCH G.,47.5,13.6,Mountain glacier
SCHOENACH K.,47.14,12.07,Mountain glacier
SCHWARZBERG,46.02,7.93,Mountain glacier
SCHWARZENBERG F.,47.05,11.12,Mountain glacier
SCHWARZKARL K.,47.17,12.67,Mountain glacier
SCHWARZKOEPFL K.,47.15,12.72,Mountain glacier
SCIDMORE,58.8,-136.72,Mountain glacier
SCOTT,52.43,-118.58,Mountain glacier
SERANA (VEDR.) / SCHRANF.,46.46,10.7,Mountain glacier
SESVENNA,46.71,10.41,Mountain glacier
SEX ROUGE,46.32,7.21,Mountain glacier
SEXEGERTEN F.,46.9,10.8,Mountain glacier
SFORZELLINA,46.34,10.51,Mountain glacier
SFULMINI,46.17,10.89,Mountain glacier
SHOESTRING A,46.2,-122.18,Mountain glacier
SHOESTRING B,46.2,-122.18,Mountain glacier
SHUIGUANHE NO.4,37.55,101.75,Mountain glacier
SHULLCON,-11.88,-76.05,Mountain glacier
SIGONHE NO.4,43.83,88.33,Mountain glacier
SILVER,48.98,-121.25,Mountain glacier
SILVRETTA,46.85,10.08,Mountain glacier
SIMMING F.,46.98,11.25,Mountain glacier
SIMONY K.,47.07,12.27,Mountain glacier
SIRWOLTE,46.2,7.99,Mountain glacier
SMALL RIVER,53.17,-119.48,Mountain glacier
SNOWBALL,-44.45,168.52,Mountain glacier
SOBRETTA NE (VEDR. MOLERBI),46.39,10.43,Mountain glacier
SOCHES TSANTELEINA,45.48,7.06,Mountain glacier
SOLATSET,45.9,7.55,Mountain glacier
SORAPIS CENTRALE,46.51,12.21,Mountain glacier
SOURDOUGH,43.24,-109.69,Mountain glacier
SOUTH CAMERON,-43.35,170.99,Mountain glacier
SOUTH MOWICH,46.87,-121.83,Mountain glacier
SOUTHWALL HANGI,-4.57,137.18,Mountain glacier
SPHINX,49.92,-122.95,Mountain glacier
SPIEGEL F.,46.83,10.95,Mountain glacier
ST VRAIN NO 1,40.15,-105.66,Mountain glacier
ST VRAIN NO 2,40.15,-105.66,Mountain glacier
ST VRAIN NO 3,40.15,-105.66,Mountain glacier
ST VRAIN NO 4,40.15,-105.66,Mountain glacier
ST VRAIN NO 5,40.15,-105.66,Mountain glacier
ST. JAMES,-43.28,170.89,Mountain glacier
STEPHENSON 1,-53.1,73.69,Mountain glacier
STEPHENSON 2,-53.11,73.69,Mountain glacier
STOCKING (TEWAEWAE),-43.68,170.07,Mountain glacier
STUART,-44.12,169.27,Mountain glacier
STUBACHER SONNBLICK KEES,47.13,12.6,Mountain glacier
SUESS,-77.63,162.67,Mountain glacier
SULZ,46.88,9.05,Mountain glacier
SUPERGUKSOAK,58.95,-63.78,Mountain glacier
SURETTA,46.52,9.38,Mountain glacier
SURETTA MERID.,46.5,9.36,Mountain glacier
SURF,50.5,-123.97,Mountain glacier
TAELLIBODEN,46.0,7.98,Mountain glacier
TAHOMA NORTH-L.,46.83,-121.82,Mountain glacier
TALGAR YUZHNIY,43.11,77.31,Mountain glacier
TARAMONA,46.29,8.13,Mountain glacier
TARFALAGLACIAEREN,67.93,18.65,Mountain glacier
TAUERN K.,47.12,12.6,Mountain glacier
TAUFKAR F.,46.88,10.9,Mountain glacier
TEISCHNITZ K.,47.07,12.68,Mountain glacier
TEMPESTADES,42.63,0.68,Mountain glacier
TESSA (VEDR. DI) / TEXELF.,46.73,10.98,Mountain glacier
THURNEYSON,-44.17,169.6,Mountain glacier
TIATSCHA,46.83,10.08,Mountain glacier
TIMORION,45.55,7.27,Mountain glacier
TOKMAKSOLDY-I,42.17,71.17,Mountain glacier
TORNADO,-44.37,168.42,Mountain glacier
TORTOLAS,-29.93,-69.88,Mountain glacier
TOTENFELD,46.88,10.15,Mountain glacier
TOULES,45.83,6.93,Mountain glacier
TRAVIGNOLO,46.29,11.82,Mountain glacier
TRESERO,46.38,10.53,Mountain glacier
TRIBOLAZIONE,45.52,7.28,Mountain glacier
TRIDENTE,4.88,-75.32,Mountain glacier
TRIEBENKARLAS F.,46.95,11.15,Mountain glacier
TRIGLAVSKI LEDENIK,46.38,13.84,Mountain glacier
TROBIO (TRE CONFINI),46.05,10.08,Mountain glacier
TRONQUITOS,-28.53,-69.72,Mountain glacier
TSANFLEURON,46.32,7.23,Mountain glacier
TSCHINGEL,46.5,7.85,Mountain glacier
TSEUDET,45.9,7.25,Mountain glacier
TUF MERIDIONALE,45.56,7.28,Mountain glacier
TURAMUZ-I,39.42,70.83,Mountain glacier
ULTIMA (VEDR.) / ULTENMARKTF.,46.46,10.68,Mountain glacier
UN-NAMED 1,-53.04,73.49,Mountain glacier
UN-NAMED 2,-53.08,73.65,Mountain glacier
UN-NAMED 3,-53.12,73.64,Mountain glacier
UN-NAMED 4,-53.16,73.5,Mountain glacier
UN-NAMED 5,-53.14,73.47,Mountain glacier
UNNAMED CD5155,50.63,-123.5,Mountain glacier
UNNAMED CD5160,50.67,-123.23,Mountain glacier
UNNAMED US0623,61.2,-147.03,Mountain glacier
UNNAMED US1318,58.88,-137.0,Mountain glacier
UNNAMED US1329,59.05,-137.12,Mountain glacier
UNNAMED US2123,47.8,-123.62,Mountain glacier
UNT. RIFFL KEES,47.13,12.67,Mountain glacier
UPPER FREMONT,43.13,-109.61,Mountain glacier
URUMQI GLACIER NO. 1,43.11,86.81,Mountain glacier
URUMQI GLACIER NO. 1 E-BRANCH,43.11,86.81,Mountain glacier
URUMQI GLACIER NO. 1 W-BRANCH,43.11,86.81,Mountain glacier
VAL DELL'ALPE MERID.,46.39,10.43,Mountain glacier
VAL LIA (PIAZZI OR.),46.42,10.28,Mountain glacier
VAL NERA OCC.,46.43,10.12,Mountain glacier
VAL TORTA,46.47,8.53,Mountain glacier
VAL VIOLA OCC.,46.39,10.16,Mountain glacier
VAL VIOLA OR.,46.38,10.17,Mountain glacier
VALHALTINDEGL.,61.44,-45.31,Mountain glacier
VALLEGGIA,46.47,8.5,Mountain glacier
VALLETTA,45.55,7.35,Mountain glacier
VAN DE WATER,-4.57,137.18,Mountain glacier
VD.KASTEN K.,47.09,12.64,Mountain glacier
VENEZIA (VEDR.),46.41,10.63,Mountain glacier
VENTORRILLO,19.03,-98.62,Mountain glacier
VERBORGENBERG F.,47.07,11.12,Mountain glacier
VERMUNTGL.,46.85,10.13,Mountain glacier
VERNAGT FERNER,46.88,10.82,Mountain glacier
VERSTANKLA,46.84,10.06,Mountain glacier
VERTEBRAE 12,-43.32,170.61,Mountain glacier
VERVA MAGGIORE (BASSO),46.4,10.27,Mountain glacier
VESTRE MEMURUBREEN,61.53,8.45,Mountain glacier
VISTA,48.15,-121.55,Mountain glacier
VOG.OCHSENKAR K.,47.05,12.97,Mountain glacier
VORAB,46.88,9.17,Mountain glacier
W.GRUEBL F.,46.98,11.22,Mountain glacier
W.TRIPP K.,47.02,13.32,Mountain glacier
WALLENBUR,46.7,8.47,Mountain glacier
WASSERFALLWINKL,47.12,12.72,Mountain glacier
WATSON,48.65,-121.57,Mountain glacier
WAXEGG K.,47.0,11.8,Mountain glacier
WEISSEE F.,46.85,10.72,Mountain glacier
WHATAROA,-43.4,170.53,Mountain glacier
WHITE RIVER,45.35,-121.7,Mountain glacier
WIELINGER K.,47.15,12.75,Mountain glacier
WIGLEY,-43.42,170.35,Mountain glacier
WILDGERLOS,47.15,12.1,Mountain glacier
WILKINSON,-43.2,170.93,Mountain glacier
WILSON,-42.93,171.68,Mountain glacier
WINKL K.,47.02,13.32,Mountain glacier
WINSTON 1,-53.12,73.63,Mountain glacier
WINSTON 2,-53.14,73.61,Mountain glacier
WOLLASTON,-4.57,137.17,Mountain glacier
WOOLSEY,51.12,-118.62,Mountain glacier
WURFER K.,47.17,12.68,Mountain glacier
WURTEN K.,47.03,13.0,Mountain glacier
YALA,28.25,85.62,Mountain glacier
YAWNING,48.45,-121.03,Mountain glacier
YURI,56.97,-130.68,Mountain glacier
YUZHNIY,42.34,46.25,Mountain glacier
ZAI DI DENTRO / ZAY F. INNERER,46.56,10.64,Mountain glacier
ZAI DI FUORI / ZAY F. AEUSSERER,46.54,10.63,Mountain glacier
ZAI DI MEZZO / ZAY F. MITTLERER,46.55,10.64,Mountain glacier
ZAVISHA,50.8,-123.42,Mountain glacier
ZETTALUNITZ/MULLWITZ K.,47.08,12.38,Mountain glacier
ZORA,-43.75,169.83,Mountain glacier
BALAITUS SE,42.83,-0.28,Glacieret and snowfield
CALTHA LAKE,59.15,-122.28,Glacieret and snowfield
CAROLINE,-45.98,167.19,Glacieret and snowfield
CLOT DE HOUNT,42.78,-0.15,Glacieret and snowfield
CONTINENTAL,43.33,-109.69,Glacieret and snowfield
CREGUENA N,42.63,0.63,Glacieret and snowfield
CREGUENA S,42.63,0.63,Glacieret and snowfield
ELLA,-42.08,172.58,Glacieret and snowfield
FAERIE QUEENE,-42.26,172.51,Glacieret and snowfield
GLACIOLOG,43.12,77.62,Glacieret and snowfield
HAMAGURI YUKI,36.6,137.62,Glacieret and snowfield
INFIERNO WW,42.78,-0.25,Glacieret and snowfield
JASPUR,-43.29,170.63,Glacieret and snowfield
KLEINER SONNBLICK KEES,47.05,12.97,Glacieret and snowfield
KONGMA TIKPE,27.92,86.83,Glacieret and snowfield
LAS FRONDELLAS,42.83,-0.28,Glacieret and snowfield
LLOSAS,42.63,0.65,Glacieret and snowfield
MANSHUK MAMETOVA,43.07,77.1,Glacieret and snowfield
MAYAKOVSKIY,43.02,77.11,Glacieret and snowfield
MERRIE,-45.62,167.19,Glacieret and snowfield
MIEGUSZOWIECKIE,49.18,20.06,Glacieret and snowfield
MOLODEZHNIY,43.05,77.06,Glacieret and snowfield
MONFERRAT,42.77,-0.13,Glacieret and snowfield
MURAVLEV,45.1,80.23,Glacieret and snowfield
NOROCCIDENTAL,19.02,-98.61,Glacieret and snowfield
ORDZHONIKIDZE,43.06,77.1,Glacieret and snowfield
PARTIZAN,43.03,77.08,Glacieret and snowfield
POD BULA,49.18,20.08,Glacieret and snowfield
POD CUBRYNA,49.18,20.05,Glacieret and snowfield
PUNTA ZARRA,42.83,-0.23,Glacieret and snowfield
ROBINERA,42.7,0.13,Glacieret and snowfield
SNESHNIKA,41.77,23.4,Glacieret and snowfield
SOUM RAMOND SE,42.67,0.05,Glacieret and snowfield
SOUM RAMOND SW,42.67,0.03,Glacieret and snowfield
TAILLON,42.7,-0.05,Glacieret and snowfield
TAPOU,42.77,-0.13,Glacieret and snowfield
TATRAS PATCHES,49.22,20.08,Glacieret and snowfield
TWINS,43.15,-109.65,Glacieret and snowfield
UEBERGOSS.ALM,47.43,13.07,Glacieret and snowfield
UN-NAMED 10,-53.0,73.3,Glacieret and snowfield
UN-NAMED 11,-52.99,73.29,Glacieret and snowfield
UN-NAMED 12,-52.99,73.3,Glacieret and snowfield
UN-NAMED 6,-52.98,73.32,Glacieret and snowfield
UN-NAMED 7A,-53.0,73.34,Glacieret and snowfield
UN-NAMED 7B,-53.0,73.34,Glacieret and snowfield
UN-NAMED 8A,-53.01,73.35,Glacieret and snowfield
UN-NAMED 8B,-53.01,73.35,Glacieret and snowfield
UN-NAMED 9,-53.01,73.33,Glacieret and snowfield
VISYACHIY-1-2,43.04,77.08,Glacieret and snowfield
ZOYA KOSMODEMYANSKAYA,43.05,77.07,Glacieret and snowfield
BIRDZHALYCHIRAN,43.37,42.53,Miscellaneous
BITYUKTYUBE,43.37,42.4,Miscellaneous
BOLSHOY AZAU,43.28,42.43,Miscellaneous
CHUNGURCHATCHIRAN,43.37,42.55,Miscellaneous
GARABASHI,43.3,42.47,Miscellaneous
IRIK,43.33,42.5,Miscellaneous
IRIKCHAT,43.33,42.53,Miscellaneous
KARACHAUL,43.38,42.45,Miscellaneous
KYUKYURTLYU,43.35,42.38,Miscellaneous
MALIY AZAU,43.28,42.45,Miscellaneous
MIKELCHIRAN,43.37,42.5,Miscellaneous
PLAINE MORTE,46.38,7.49,Miscellaneous
PRINS KARLS FORLAND GLACIERS,78.64,11.03,Miscellaneous
QUEEN MARY WEST,60.67,-139.75,Miscellaneous
TERSKOL,43.3,42.48,Miscellaneous
ULLUCHIRAN,43.38,42.43,Miscellaneous
ULLUKAM,43.32,42.4,Miscellaneous
ULLUKOL,43.38,42.47,Miscellaneous
ULLUMALIENDERKU,43.38,42.48,Miscellaneous
VOLCAN NEVADO DEL RUIZ,4.89,-75.32,Miscellaneous
BYRD STATION,-80.0,-120.0,Continental ice sheet
CENTRUM SO SECT,79.92,-24.08,Continental ice sheet
E WILKES LAND,-69.0,120.0,Continental ice sheet
EQ.KANGIGD.SER.,61.33,-45.8,Continental ice sheet
FRUSCHNITZ K.,47.08,12.67,Continental ice sheet
KEMP LAND,-73.0,58.0,Continental ice sheet
LAMBERT BASIN,-71.0,68.0,Continental ice sheet
MARTIAL,-54.78,-68.42,Continental ice sheet
NIOGHALVFJERDSF,79.33,-23.0,Continental ice sheet
NORDBOGLETSCHER,61.42,-45.38,Continental ice sheet
NORDGLETSCHER,61.45,-45.13,Continental ice sheet
QAMANARSSUP S.,64.48,-49.53,Continental ice sheet
STORSTROEMMEN,77.5,-24.0,Continental ice sheet
TORRE,-49.32,-73.07,Continental ice sheet
UNNAMED G10,69.48,-50.12,Continental ice sheet
UNNAMED G16,78.92,-24.08,Continental ice sheet
UNNAMED G7,64.57,-49.45,Continental ice sheet
W WILKES LAND,-69.0,110.0,Continental ice sheet
KAIKOURAS,-42.02,173.63,Rock glacier
LAS ARGUALAS,42.77,-0.27,Rock glacier
LOS GEMELOS,42.48,0.43,Rock glacier
ST.MARY,-44.26,169.66,Rock glacier
WARD H. I. SH.,83.08,-73.8,Ice shelf
